participant_id,group,cost_level,fairness_group,n_trials,choice_mean,AA_valence_mean,AA_arousal_mean,AC_valence_mean,AC_arousal_mean,EmoFDBK_valence_mean,EmoFDBK_arousal_mean
95986,human,low,unfair,25,0.32,2.4,-0.12,20.32,30.92,17.92,31.04
97595,human,high,fair,5,0.0,0.0,-29.2,9.0,54.6,9.0,83.8
97595,human,high,unfair,25,0.0,-0.08,-29.04,5.48,33.96,5.56,63.0
97595,human,low,fair,5,0.2,0.2,-29.2,25.2,17.0,25.0,46.2
97595,human,low,unfair,25,0.2,0.08,-29.12,15.8,11.64,15.72,40.76
99716,human,high,fair,5,0.0,-5.0,4.6,11.0,5.2,16.0,0.6
99716,human,high,unfair,25,0.12,-7.76,8.12,3.96,40.68,11.72,32.56
99716,human,low,fair,5,0.4,-10.8,12.6,33.8,58.4,44.6,45.8
99716,human,low,unfair,25,0.52,-5.88,8.44,27.96,11.2,33.84,2.76
100136,human,high,fair,5,0.0,7.2,10.0,22.0,6.8,14.8,-3.2
100136,human,high,unfair,25,0.0,0.36,7.04,22.52,43.92,22.16,36.88
100136,human,low,fair,5,0.0,-6.0,0.0,-6.8,19.2,-0.8,19.2
100136,human,low,unfair,25,0.12,2.12,3.44,23.64,18.48,21.52,15.04
100767,human,high,fair,5,0.0,1.4,-0.8,12.0,18.2,10.6,19.0
100767,human,high,unfair,25,0.04,1.12,-0.8,7.36,-5.0,6.24,-4.2
100767,human,low,fair,5,0.0,7.0,0.0,14.8,31.4,7.8,31.4
100767,human,low,unfair,25,0.0,5.68,0.32,18.4,50.88,12.72,50.56
103277,human,high,fair,5,0.4,2.2,2.8,28.4,-36.0,14.8,-46.0
103277,human,high,unfair,25,0.48,-1.32,-0.76,15.2,32.04,3.52,19.76
103277,human,low,fair,5,0.2,0.8,-0.4,4.6,15.6,1.6,34.6
103277,human,low,unfair,25,0.4,-3.08,6.44,13.28,35.0,9.2,43.72
103453,human,high,fair,5,0.0,3.8,22.6,20.8,22.0,21.4,18.6
103453,human,high,unfair,25,0.04,-5.36,-11.44,23.16,25.64,25.96,19.96
103453,human,low,fair,5,0.0,12.8,15.4,1.4,32.0,-0.4,24.4
103453,human,low,unfair,25,0.88,-4.68,-12.68,25.64,12.8,26.88,14.52
104393,human,high,fair,5,0.0,-2.8,8.8,1.2,11.8,-10.2,11.6
104393,human,high,unfair,25,0.28,3.28,-1.12,19.92,35.68,24.32,45.32
104393,human,low,fair,5,0.0,-2.0,16.2,25.8,37.0,36.0,34.2
104393,human,low,unfair,25,0.24,8.8,1.0,20.48,11.8,23.04,19.28
105760,human,high,fair,5,0.2,-10.2,-7.6,28.8,19.0,17.2,21.8
105760,human,high,unfair,25,0.24,-1.8,-2.6,8.28,39.44,7.88,38.24
105760,human,low,fair,5,0.0,-4.6,-13.0,28.2,4.0,23.8,-2.0
105760,human,low,unfair,25,0.0,-6.2,-18.32,16.88,12.88,9.36,9.84
106188,human,high,fair,5,0.0,11.8,10.8,14.0,-11.4,19.4,7.6
106188,human,high,unfair,25,0.0,-7.88,8.68,18.16,6.72,24.2,23.84
106188,human,low,fair,5,0.0,16.0,15.4,46.2,62.6,54.8,68.0
106188,human,low,unfair,25,0.16,-3.72,6.4,7.56,30.96,9.68,34.0
109552,human,high,fair,5,0.0,25.8,0.8,20.2,55.2,20.4,51.4
109552,human,high,unfair,25,0.0,7.56,-0.84,18.96,26.76,19.44,18.04
109552,human,low,fair,5,0.4,18.6,1.4,18.4,-13.0,27.0,-21.2
109552,human,low,unfair,25,0.6,3.36,0.32,21.64,20.0,25.44,10.8
110559,human,high,fair,5,0.2,1.2,5.8,6.2,21.6,3.2,21.2
110559,human,high,unfair,25,0.84,-9.48,10.04,25.56,28.84,19.08,28.32
110559,human,low,fair,5,0.2,3.4,4.2,44.8,29.0,37.2,30.2
110559,human,low,unfair,25,0.64,-9.12,8.52,22.76,31.36,11.56,31.8
110800,human,high,fair,5,0.0,21.4,21.8,14.8,33.0,14.6,27.8
110800,human,high,unfair,25,0.16,12.12,12.44,14.2,6.36,22.68,-1.96
110800,human,low,fair,5,0.0,17.4,18.4,37.2,43.4,43.6,35.6
110800,human,low,unfair,25,0.6,8.44,8.52,23.92,13.08,31.88,3.44
111095,human,high,fair,5,0.0,18.4,15.4,-22.6,6.4,-31.2,-2.2
111095,human,high,unfair,25,0.0,-9.88,1.16,13.48,20.36,3.28,9.88
111095,human,low,fair,5,0.0,18.0,19.4,36.8,33.0,26.6,22.8
111095,human,low,unfair,25,0.44,-9.6,1.64,21.12,6.96,6.76,-7.8
112761,human,high,fair,5,0.0,28.2,22.2,-5.0,-0.6,-1.0,-1.8
112761,human,high,unfair,25,0.48,11.2,21.16,16.0,8.8,21.4,4.8
112761,human,low,fair,5,0.0,27.8,22.8,47.6,22.4,49.8,21.0
112761,human,low,unfair,25,0.64,10.12,19.84,36.36,31.92,41.92,26.68
113245,human,high,fair,5,0.0,15.8,-0.2,9.0,-0.2,-1.0,-20.0
113245,human,high,unfair,25,0.04,11.08,-0.2,19.4,16.44,5.72,-4.0
113245,human,low,fair,5,0.0,16.8,-0.4,25.8,26.6,7.0,5.0
113245,human,low,unfair,25,0.52,7.72,-0.04,22.0,11.16,8.92,-10.12
115455,human,high,fair,5,0.0,16.6,11.2,-6.6,28.6,-17.2,28.6
115455,human,high,unfair,25,0.4,-10.96,12.48,2.32,28.4,-9.8,28.64
115455,human,low,fair,5,0.0,17.0,13.6,13.6,42.2,0.4,42.2
115455,human,low,unfair,25,0.64,-11.48,13.48,29.92,17.16,21.48,17.28
117222,human,high,fair,5,0.0,0.2,4.4,-7.6,9.2,-3.2,-4.4
117222,human,high,unfair,25,0.44,-3.6,2.08,5.6,5.04,12.8,-8.44
117222,human,low,fair,5,0.4,3.2,-13.2,14.8,2.6,20.8,-9.6
117222,human,low,unfair,25,0.8,-2.44,-8.2,30.44,21.48,36.88,9.2
118101,human,high,fair,5,0.0,8.4,6.6,11.4,-27.6,17.4,-31.2
118101,human,high,unfair,25,0.28,-4.96,5.16,-3.84,26.44,-1.48,24.2
118101,human,low,fair,5,0.0,29.0,15.8,35.8,9.8,38.8,17.4
118101,human,low,unfair,25,0.4,-1.88,5.28,23.0,42.6,24.2,51.92
118894,human,high,fair,5,0.2,13.8,-6.4,30.6,2.6,29.0,-1.4
118894,human,high,unfair,25,0.64,0.88,0.56,9.92,45.56,6.32,37.92
118894,human,low,fair,5,0.0,20.8,21.6,32.6,29.0,35.6,26.2
118894,human,low,unfair,25,0.72,-9.24,14.64,32.72,12.52,35.4,6.6
120842,human,high,fair,5,0.0,29.2,27.2,21.0,23.0,20.2,21.2
120842,human,high,unfair,25,0.44,-18.68,12.6,22.68,-3.4,19.2,-2.32
120842,human,low,fair,5,0.0,28.6,27.2,27.2,66.6,27.4,51.0
120842,human,low,unfair,25,0.72,-18.08,12.48,22.64,17.76,27.68,1.92
122992,human,high,fair,5,0.0,11.8,-10.4,45.0,-7.4,54.6,-23.2
122992,human,high,unfair,25,0.24,-13.6,12.24,27.08,21.32,38.0,6.44
122992,human,low,fair,5,0.0,20.8,-19.6,30.6,61.2,30.6,46.2
122992,human,low,unfair,25,0.72,-13.56,15.32,13.4,19.08,25.76,4.16
123584,human,high,fair,5,0.0,27.6,27.6,-5.6,21.4,-2.2,18.2
123584,human,high,unfair,25,0.08,-19.32,12.72,17.36,28.92,26.08,18.16
123584,human,low,fair,5,0.0,26.4,27.2,2.0,-17.6,13.2,-27.4
123584,human,low,unfair,25,0.68,-18.64,12.76,11.88,25.44,20.88,17.24
125599,human,high,fair,5,0.0,12.4,9.2,-0.6,47.8,-1.4,34.8
125599,human,high,unfair,25,0.36,-11.88,7.6,-0.04,11.56,13.92,-4.08
125599,human,low,fair,5,0.0,8.2,-0.2,27.4,70.2,36.2,56.2
125599,human,low,unfair,25,0.76,-14.28,6.84,18.32,13.32,29.92,-2.08
126121,human,high,fair,5,0.0,5.0,-7.2,18.2,7.2,26.2,-2.0
126121,human,high,unfair,25,0.0,-12.28,15.04,16.04,41.4,23.84,33.8
126121,human,low,fair,5,0.0,4.0,-21.8,11.0,14.0,17.8,8.2
126121,human,low,unfair,25,0.64,-9.0,11.2,10.64,34.52,21.92,28.88
127621,human,high,fair,5,0.0,22.6,21.0,13.4,30.0,19.8,24.0
127621,human,high,unfair,25,0.48,-2.36,4.4,15.96,13.52,22.88,7.88
127621,human,low,fair,5,0.0,25.6,24.4,15.8,12.8,25.8,0.6
127621,human,low,unfair,25,0.6,-8.36,12.2,19.48,37.12,28.76,25.96
127636,human,high,fair,5,0.8,0.6,-24.8,39.4,3.2,54.6,-10.8
127636,human,high,unfair,25,0.72,2.52,-22.56,19.72,38.32,19.92,24.04
127636,human,low,fair,5,0.6,0.4,-25.0,43.6,45.4,41.8,38.2
127636,human,low,unfair,25,0.44,1.36,-26.64,8.68,8.08,6.88,0.92
130188,human,high,fair,5,0.2,7.8,3.8,55.2,1.4,40.6,23.4
130188,human,high,unfair,25,0.68,-8.04,-3.52,10.56,32.28,12.04,59.52
130188,human,low,fair,5,0.8,4.0,0.2,-4.8,62.6,-7.4,86.2
130188,human,low,unfair,25,0.8,-8.92,-7.24,14.2,34.08,12.08,56.88
130430,human,high,fair,5,0.4,0.0,0.0,37.4,-14.0,40.6,-9.0
130430,human,high,unfair,25,0.16,-2.72,0.16,13.36,24.44,20.84,30.64
130430,human,low,fair,5,0.0,-7.2,0.4,36.2,81.2,42.2,81.8
130430,human,low,unfair,25,0.2,-4.96,0.24,6.28,36.6,11.56,39.24
131863,human,high,fair,5,0.0,11.0,1.0,-0.8,16.0,3.6,15.4
131863,human,high,unfair,25,0.2,-3.28,0.64,23.64,20.16,29.16,19.96
131863,human,low,fair,5,0.0,7.4,1.6,-11.8,1.6,-12.8,1.6
131863,human,low,unfair,25,0.8,-4.8,1.0,19.6,25.36,22.52,25.2
132941,human,high,fair,5,0.0,19.0,9.8,3.6,42.6,2.6,41.4
132941,human,high,unfair,25,0.2,-17.6,17.04,15.72,30.2,17.0,29.6
132941,human,low,fair,5,0.0,21.6,10.0,23.8,0.8,32.4,0.0
132941,human,low,unfair,25,0.76,-18.36,17.68,19.84,32.72,21.44,31.56
134021,human,high,fair,5,0.0,18.6,9.0,-11.8,35.2,-3.8,23.0
134021,human,high,unfair,25,0.0,1.32,-9.0,22.88,14.44,35.32,-2.8
134021,human,low,fair,5,0.0,19.4,6.8,5.6,33.6,23.4,17.0
134021,human,low,unfair,25,0.48,4.56,-7.52,16.96,22.72,27.2,7.04
134652,human,high,fair,5,0.0,12.2,5.0,23.2,55.2,20.0,63.4
134652,human,high,unfair,25,0.0,-8.44,1.72,26.76,23.88,18.96,28.4
134652,human,low,fair,5,0.0,12.8,5.0,-25.4,7.6,-26.0,17.8
134652,human,low,unfair,25,0.16,-8.64,1.64,21.8,19.88,16.88,25.04
134892,human,high,fair,5,0.4,9.0,4.6,25.2,63.0,29.6,61.6
134892,human,high,unfair,25,0.44,-9.12,-1.48,8.32,14.88,13.44,12.44
134892,human,low,fair,5,0.8,4.0,4.4,11.4,24.8,12.0,21.6
134892,human,low,unfair,25,0.88,-9.92,5.48,28.48,15.84,34.44,13.84
135847,human,high,fair,5,0.0,3.2,2.4,-21.4,18.8,-14.8,14.6
135847,human,high,unfair,25,0.16,-1.88,-2.32,15.88,23.28,21.88,24.68
135847,human,low,fair,5,0.0,6.6,6.2,15.8,18.6,18.4,11.2
135847,human,low,unfair,25,0.2,-3.76,-3.96,25.68,6.52,34.28,1.64
136879,human,high,fair,5,0.2,23.0,21.4,40.2,-12.6,42.8,-10.0
136879,human,high,unfair,25,0.48,-0.72,-0.68,25.56,24.64,27.48,26.84
136879,human,low,fair,5,0.2,18.2,19.4,6.8,-3.0,10.4,0.4
136879,human,low,unfair,25,0.64,-1.84,-3.36,14.88,0.88,15.4,2.04
137180,human,high,fair,5,0.0,4.8,0.0,1.8,2.4,0.6,3.2
137180,human,high,unfair,25,0.64,-14.96,12.68,21.12,23.84,19.56,23.16
137180,human,low,fair,5,0.2,4.0,-1.6,19.8,6.4,22.8,2.8
137180,human,low,unfair,25,0.76,-14.0,7.04,-10.92,37.28,-15.4,34.4
138299,human,high,fair,5,0.0,7.2,-10.0,28.2,67.4,38.4,59.4
138299,human,high,unfair,25,0.08,6.44,-9.8,29.28,34.2,41.24,23.12
138299,human,low,fair,5,0.2,9.6,-9.6,9.4,1.2,21.6,0.2
138299,human,low,unfair,25,0.4,9.4,-10.28,15.4,35.88,26.16,29.36
139093,human,high,fair,5,0.0,28.4,27.4,24.2,39.0,18.2,48.2
139093,human,high,unfair,25,0.16,-19.12,12.88,26.68,37.44,20.0,47.4
139093,human,low,fair,5,0.2,28.6,27.6,25.0,-10.6,16.2,0.2
139093,human,low,unfair,25,0.76,-18.52,12.48,13.04,16.92,3.48,26.96
143206,human,high,fair,5,0.0,0.4,3.2,59.6,11.4,82.8,-11.6
143206,human,high,unfair,25,0.12,-4.52,4.16,24.16,-6.68,32.96,-20.44
143206,human,low,fair,5,0.2,-1.4,1.6,30.2,29.0,39.4,13.6
143206,human,low,unfair,25,0.28,-2.68,3.16,9.04,36.0,20.0,21.08
143742,human,high,fair,5,0.2,-6.4,10.6,-14.2,3.0,-9.6,-1.6
143742,human,high,unfair,25,0.0,-8.92,12.2,18.88,28.28,22.4,24.4
143742,human,low,fair,5,0.0,1.2,7.6,25.0,4.8,27.4,2.0
143742,human,low,unfair,25,0.04,-10.68,7.04,16.24,16.64,18.72,13.72
143956,human,high,fair,5,0.0,15.6,1.2,10.8,36.4,24.4,24.2
143956,human,high,unfair,25,0.16,-3.72,0.28,12.4,38.52,19.88,26.64
143956,human,low,fair,5,0.0,19.6,6.6,32.6,24.2,41.8,18.0
143956,human,low,unfair,25,0.8,-8.4,5.52,8.8,22.68,17.4,15.36
144594,human,high,fair,5,0.0,6.6,1.2,-1.0,32.0,0.4,26.8
144594,human,high,unfair,25,0.16,-6.92,2.4,20.0,13.6,24.2,7.8
144594,human,low,fair,5,0.0,11.6,3.2,17.2,49.4,25.6,48.2
144594,human,low,unfair,25,0.4,-1.32,1.6,21.28,28.24,20.2,27.96
145527,human,high,fair,5,0.0,8.4,-1.4,5.4,44.6,9.6,43.0
145527,human,high,unfair,25,0.0,17.16,14.72,23.48,35.68,28.24,33.36
145527,human,low,fair,5,0.2,10.4,5.4,10.2,53.0,4.4,51.4
145527,human,low,unfair,25,0.24,16.52,12.68,19.0,10.64,19.16,8.72
146199,human,high,fair,5,0.0,23.4,24.4,17.6,40.2,0.4,25.6
146199,human,high,unfair,25,0.08,-9.28,6.16,16.6,33.04,1.2,21.52
146199,human,low,fair,5,0.0,24.0,24.4,22.6,38.4,12.2,32.4
146199,human,low,unfair,25,0.68,-10.24,3.0,18.2,5.28,1.68,-7.28
147189,human,high,fair,5,0.0,-0.4,-22.4,27.0,26.4,34.0,24.6
147189,human,high,unfair,25,0.68,0.28,10.84,15.2,34.16,18.4,23.48
147189,human,low,fair,5,0.0,0.2,-29.4,39.6,35.6,34.6,32.2
147189,human,low,unfair,25,0.84,0.08,14.32,15.24,24.24,21.68,17.04
147497,human,high,fair,5,0.0,0.0,10.6,-4.6,70.4,-4.6,66.6
147497,human,high,unfair,25,0.0,0.0,11.04,19.36,21.2,19.16,15.6
147497,human,low,fair,5,0.2,0.0,8.6,33.2,16.6,33.2,6.8
147497,human,low,unfair,25,0.2,-0.04,9.0,17.84,16.2,17.72,9.72
147546,human,high,fair,5,0.2,-7.6,3.0,14.0,33.8,14.0,24.8
147546,human,high,unfair,25,0.04,-7.28,2.76,15.92,36.92,15.96,28.0
147546,human,low,fair,5,0.0,-8.8,3.0,24.8,29.6,24.6,19.0
147546,human,low,unfair,25,0.0,-7.6,4.28,17.8,17.88,17.84,6.84
147891,human,high,fair,5,0.0,25.6,28.2,4.6,2.2,12.2,-1.0
147891,human,high,unfair,25,0.68,-20.04,16.36,9.2,30.32,17.04,26.08
147891,human,low,fair,5,0.2,23.2,24.2,22.6,-2.0,33.6,-1.8
147891,human,low,unfair,25,0.92,-18.08,15.96,14.56,34.96,21.16,31.56
147995,human,high,fair,5,0.0,26.2,27.0,20.8,71.8,29.6,56.0
147995,human,high,unfair,25,0.04,-18.6,13.32,29.36,27.36,42.52,8.52
147995,human,low,fair,5,0.0,25.8,27.2,12.0,19.2,35.4,-0.6
147995,human,low,unfair,25,0.64,-18.2,11.68,12.2,9.64,20.96,-7.2
149515,human,high,fair,5,0.0,10.8,1.8,-3.2,34.4,8.4,13.2
149515,human,high,unfair,25,0.0,-4.88,-17.44,21.48,26.04,32.2,13.16
149515,human,low,fair,5,0.0,9.2,-14.6,37.4,44.2,46.8,29.8
149515,human,low,unfair,25,0.76,-12.0,-13.76,17.52,39.16,29.0,23.32
149764,human,high,fair,5,0.0,22.0,22.6,19.8,0.4,25.4,15.4
149764,human,high,unfair,25,0.32,-12.28,4.48,13.4,22.28,15.0,36.36
149764,human,low,fair,5,0.0,22.4,22.8,28.0,-47.6,30.8,-33.0
149764,human,low,unfair,25,0.76,-12.24,3.12,19.28,28.4,28.88,42.16
150172,human,high,fair,5,0.8,1.2,0.4,28.6,0.2,30.0,2.0
150172,human,high,unfair,25,0.88,10.4,-10.56,19.28,19.68,26.88,10.32
150172,human,low,fair,5,1.0,3.8,-2.6,6.6,53.8,22.6,49.0
150172,human,low,unfair,25,1.0,16.56,-14.16,15.64,15.28,20.2,8.56
150992,human,high,fair,5,0.0,-15.6,-4.0,24.4,55.2,18.4,57.2
150992,human,high,unfair,25,0.04,-12.88,0.64,29.64,30.28,13.52,44.56
150992,human,low,fair,5,0.4,-8.2,0.2,11.6,24.4,4.4,30.2
150992,human,low,unfair,25,0.68,-3.16,-1.12,20.92,12.64,11.72,21.96
151080,human,high,fair,5,0.4,14.2,-7.2,11.2,4.6,23.6,-3.4
151080,human,high,unfair,25,0.16,-9.12,9.52,22.0,22.88,35.52,24.64
151080,human,low,fair,5,0.0,20.4,-7.0,17.8,22.2,23.0,22.6
151080,human,low,unfair,25,0.76,-10.16,8.76,29.36,-1.08,33.12,-0.08
152649,human,high,fair,5,0.0,0.6,22.2,37.6,-2.2,50.4,-13.4
152649,human,high,unfair,25,0.68,-0.24,17.48,31.44,3.84,34.96,-1.28
152649,human,low,fair,5,0.0,0.4,8.8,0.8,44.6,13.2,36.8
152649,human,low,unfair,25,0.8,-1.48,17.92,17.04,42.4,20.84,35.88
152931,human,high,fair,5,0.0,17.4,17.2,33.6,54.4,34.4,36.4
152931,human,high,unfair,25,0.16,-1.16,-6.52,11.32,21.28,12.56,5.2
152931,human,low,fair,5,0.0,16.4,15.8,41.0,40.8,41.6,19.0
152931,human,low,unfair,25,0.4,1.52,-4.96,2.4,25.72,2.4,8.16
154854,human,high,fair,5,0.0,17.2,13.8,23.6,37.0,22.4,37.2
154854,human,high,unfair,25,0.0,-9.88,7.32,16.68,54.88,12.12,56.64
154854,human,low,fair,5,0.0,13.2,13.6,-1.2,76.2,-2.0,79.4
154854,human,low,unfair,25,0.2,-8.8,9.16,15.92,24.88,13.76,27.32
160824,human,high,fair,5,0.0,8.4,4.0,11.4,51.8,17.0,42.8
160824,human,high,unfair,25,0.04,1.76,-8.84,-1.08,29.44,3.96,19.36
160824,human,low,fair,5,0.0,0.2,-0.8,26.0,-31.8,30.8,-42.4
160824,human,low,unfair,25,0.32,-3.44,-9.28,22.48,11.6,27.96,3.64
161757,human,high,fair,5,0.0,7.2,1.4,8.2,57.0,1.0,63.8
161757,human,high,unfair,25,0.08,-6.68,4.76,7.76,8.48,5.76,15.16
161757,human,low,fair,5,0.0,6.2,0.4,26.4,21.0,28.2,21.4
161757,human,low,unfair,25,0.52,-0.84,2.76,14.16,27.8,17.2,37.16
161778,human,high,fair,5,0.0,12.6,11.4,48.0,15.8,51.8,11.2
161778,human,high,unfair,25,0.24,-5.6,9.04,23.4,4.04,27.88,-0.08
161778,human,low,fair,5,0.2,13.8,9.0,3.0,-51.8,1.4,-52.0
161778,human,low,unfair,25,0.8,-5.88,7.76,10.84,7.96,10.76,5.16
162427,human,high,fair,5,0.0,12.0,3.2,39.6,-6.0,48.0,-13.6
162427,human,high,unfair,25,0.0,-0.2,-0.52,9.84,28.68,11.28,20.64
162427,human,low,fair,5,0.2,1.2,0.8,10.4,20.0,10.6,10.2
162427,human,low,unfair,25,0.2,-8.32,-7.72,34.44,20.8,37.48,11.44
162747,human,high,fair,5,0.0,8.0,13.2,6.4,37.8,13.6,43.6
162747,human,high,unfair,25,0.76,-10.88,10.96,13.56,42.44,20.2,48.84
162747,human,low,fair,5,0.0,15.4,16.0,33.6,30.8,27.8,29.0
162747,human,low,unfair,25,0.8,-12.52,11.6,27.6,2.92,26.56,3.16
164020,human,high,fair,5,0.0,28.4,27.8,16.0,76.6,26.4,60.2
164020,human,high,unfair,25,0.08,-18.8,12.04,15.16,3.0,22.36,-7.32
164020,human,low,fair,5,0.0,27.4,27.8,1.2,23.6,-4.0,10.8
164020,human,low,unfair,25,0.6,-19.32,12.28,11.92,33.44,22.4,21.2
164820,human,high,fair,5,0.0,11.8,3.8,26.8,75.0,46.6,64.6
164820,human,high,unfair,25,0.04,-6.36,2.36,19.04,21.0,28.92,5.24
164820,human,low,fair,5,0.0,14.6,3.4,34.0,8.0,54.2,-5.0
164820,human,low,unfair,25,0.64,-7.0,2.64,13.6,24.2,22.68,9.2
165053,human,high,fair,5,0.0,12.2,8.2,33.4,25.0,39.4,24.0
165053,human,high,unfair,25,0.0,11.36,0.0,6.48,12.0,9.36,8.88
165053,human,low,fair,5,0.0,11.8,7.6,17.2,62.6,27.6,60.0
165053,human,low,unfair,25,0.36,9.64,-2.52,15.8,30.76,17.72,28.16
165317,human,high,fair,5,0.6,0.8,21.8,39.6,0.4,27.8,-0.2
165317,human,high,unfair,25,0.16,0.08,-2.16,22.84,40.08,13.2,41.2
165317,human,low,fair,5,0.0,0.2,25.6,46.0,52.6,34.0,51.4
165317,human,low,unfair,25,0.24,0.4,-9.4,17.48,17.56,6.08,16.16
165528,human,high,fair,5,0.0,4.2,-5.6,38.6,30.2,38.0,38.8
165528,human,high,unfair,25,0.12,-8.24,-2.64,12.92,45.6,12.8,41.68
165528,human,low,fair,5,0.0,17.6,6.8,21.6,43.8,21.0,34.0
165528,human,low,unfair,25,0.88,-10.64,0.84,14.04,24.8,13.72,31.04
165712,human,high,fair,5,0.0,-18.2,-12.4,32.6,20.4,30.8,23.0
165712,human,high,unfair,25,0.04,-18.84,-8.44,17.12,22.92,24.6,20.2
165712,human,low,fair,5,0.2,-12.4,-15.2,45.2,17.6,50.4,17.6
165712,human,low,unfair,25,0.36,-12.16,-9.0,11.0,24.2,17.36,27.96
167581,human,high,fair,5,0.0,18.8,18.8,-2.2,16.4,21.2,20.8
167581,human,high,unfair,25,0.24,-1.48,4.72,-1.16,40.6,16.64,50.64
167581,human,low,fair,5,0.2,15.0,10.6,15.8,49.0,28.4,55.4
167581,human,low,unfair,25,0.8,5.84,12.8,17.52,26.96,29.64,37.72
169444,human,high,fair,5,0.0,0.2,0.2,-1.4,22.6,-0.6,4.4
169444,human,high,unfair,25,0.24,-7.32,1.4,14.2,28.68,5.2,17.4
169444,human,low,fair,5,0.0,-0.2,0.0,38.0,27.0,33.2,14.6
169444,human,low,unfair,25,0.8,-10.84,1.84,29.6,25.0,28.28,19.0
169450,human,high,fair,5,0.0,17.4,18.0,17.4,60.0,25.0,58.8
169450,human,high,unfair,25,0.04,-9.6,11.56,14.32,18.92,23.68,17.32
169450,human,low,fair,5,0.0,14.2,14.8,36.2,-6.4,40.8,-7.0
169450,human,low,unfair,25,0.52,-10.28,10.76,19.12,24.08,25.48,22.76
170545,human,high,fair,5,0.0,3.6,-0.8,21.6,35.2,34.0,22.8
170545,human,high,unfair,25,0.0,-5.8,1.12,29.6,27.48,33.24,14.8
170545,human,low,fair,5,0.0,18.0,9.0,33.8,42.0,38.4,30.2
170545,human,low,unfair,25,0.36,3.12,2.04,22.4,30.12,28.92,18.76
172158,human,high,fair,5,0.0,21.4,22.6,-5.2,-8.4,-7.6,-7.2
172158,human,high,unfair,25,0.12,-10.8,14.68,15.76,43.92,21.32,42.72
172158,human,low,fair,5,0.0,21.4,21.4,-1.8,69.0,-9.0,67.2
172158,human,low,unfair,25,0.6,-11.6,13.2,20.64,35.28,15.36,31.8
174092,human,high,fair,5,0.4,3.0,2.8,-1.4,-21.2,9.0,-38.6
174092,human,high,unfair,25,0.36,-9.56,-3.8,16.32,7.36,21.56,-6.64
174092,human,low,fair,5,0.4,-0.2,1.2,24.2,68.6,35.8,53.0
174092,human,low,unfair,25,0.84,-10.68,-5.24,19.36,32.88,23.56,16.8
174566,human,high,fair,5,0.4,-5.2,-12.6,-0.6,31.0,7.4,35.4
174566,human,high,unfair,25,0.32,-6.32,-15.32,34.28,13.8,43.4,17.92
174566,human,low,fair,5,0.0,-17.0,-0.6,33.0,2.4,39.8,6.2
174566,human,low,unfair,25,0.0,-13.96,-4.64,15.32,18.64,22.92,21.12
175590,human,high,fair,5,0.0,0.2,-0.2,11.4,-5.2,15.6,14.0
175590,human,high,unfair,25,0.0,-7.4,2.92,14.52,25.36,21.04,39.36
175590,human,low,fair,5,0.0,0.0,-0.2,-9.6,29.8,7.6,32.8
175590,human,low,unfair,25,0.64,-6.76,1.76,26.96,56.2,40.88,60.36
175789,human,high,fair,5,0.0,7.0,3.6,9.6,47.6,18.6,45.2
175789,human,high,unfair,25,0.0,13.52,14.2,28.16,25.96,33.72,23.56
175789,human,low,fair,5,0.4,8.0,-1.6,40.8,47.2,45.6,44.4
175789,human,low,unfair,25,0.36,15.72,15.76,14.2,6.56,20.0,5.4
176900,human,high,fair,5,0.0,6.4,-6.4,-23.4,-40.4,-33.6,-46.4
176900,human,high,unfair,25,0.12,-1.4,-5.48,17.52,22.48,4.64,8.76
176900,human,low,fair,5,0.0,8.8,-9.4,20.0,-2.2,6.6,-11.4
176900,human,low,unfair,25,0.48,-3.84,-8.04,17.16,28.48,2.52,14.88
177396,human,high,fair,5,0.0,14.8,7.6,24.6,19.8,33.2,28.0
177396,human,high,unfair,25,0.56,-5.04,4.64,3.04,40.36,3.4,48.64
177396,human,low,fair,5,0.0,11.4,10.2,35.4,-2.4,33.4,3.0
177396,human,low,unfair,25,0.76,-8.08,13.16,14.8,17.72,15.32,23.4
177401,human,high,fair,5,0.6,-13.0,6.4,14.8,-4.4,15.6,-17.0
177401,human,high,unfair,25,0.36,-4.88,5.52,12.72,10.36,18.36,-2.32
177401,human,low,fair,5,0.0,-0.6,-7.0,14.6,53.2,19.0,48.0
177401,human,low,unfair,25,0.48,-3.84,0.48,16.16,2.36,17.36,-2.76
179090,human,high,fair,5,0.0,10.2,9.2,-1.0,-0.4,1.8,7.8
179090,human,high,unfair,25,0.0,2.52,1.12,8.72,23.32,12.12,22.6
179090,human,low,fair,5,0.2,11.0,11.0,-5.8,36.6,2.4,33.0
179090,human,low,unfair,25,0.08,2.4,-0.12,19.44,34.76,25.28,28.68
184863,human,high,fair,5,0.0,11.8,3.2,12.0,19.2,7.0,16.6
184863,human,high,unfair,25,0.04,-7.92,3.28,22.64,20.24,19.04,18.68
184863,human,low,fair,5,0.0,11.8,-0.4,16.4,44.6,13.8,43.4
184863,human,low,unfair,25,0.56,-6.84,0.8,31.8,0.68,27.76,-2.04
186522,human,high,fair,5,0.0,21.8,3.6,46.4,-1.6,56.6,-1.8
186522,human,high,unfair,25,0.52,-14.4,12.88,30.24,13.36,32.68,12.68
186522,human,low,fair,5,0.0,25.0,6.2,10.8,26.4,9.4,24.4
186522,human,low,unfair,25,0.88,-17.12,13.92,17.6,5.12,23.44,1.6
